pid,majorcat,province,area,sex,age,a003,a010,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d016,d020,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,year,Resign,First_Work,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,ck
216286,6,5,6,2,24.333333333,,,,,,,,,,,,,,,,,,,,,2,6,2,2,2,2,2,2,2,5,30,4,4,4,4,2,2,2,2,2,3,3.4,1,2,5,7,7,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-04-01,2018-12-01,,8,0
216327,7,4,15,1,27.833333333,,,,,,,,,,,,,,,,,,,,,-1,1,1,3,3,2,2,1,3,5,40,3,3,3,4,1,2,1,1,1,3,3.9,1,3,5,5,4,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2017-12-01,2018-07-01,,7,0
216343,7,5,6,1,28.5,2,2,1,1,3,2,2,2,2,5,40,2,2,4,4,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,3,3.7,2,2,4,3,3,1,2018,0,1,2010-03-01,2017-08-31,2018-09-01,2016-07-01,,,26,,0
216363,7,1,1,2,24.833333333,,,,,,,,,,,,,,,,,,,,,2,1,1,3,3,1,2,1,3,2,16,4,4,1,3,2,3,2,3,3,3,3.3,1,2,3,3,3,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2017-04-01,2018-06-01,,14,0
216414,7,4,2,2,25.666666667,,,,,,,,,,,,,,,,,,,,,1,2,1,1,3,2,1,3,3,5,45,3,3,5,4,3,3,3,3,3,2,3.9,1,2,4,5,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-06-01,,12,0
216426,7,5,12,2,25.083333333,,,,,,,,,,,,,,,,,,,,,3,6,3,1,2,2,1,2,2,5,40,3,3,3,3,1,2,1,1,1,3,4,1,4,5,6,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-06-01,,15,0
216434,7,1,1,2,24.166666667,,,,,,,,,,,,,,,,,,,,,9,1,3,3,3,3,3,3,3,4,25,4,4,3,4,2,2,2,2,2,3,3.8,1,4,5,6,7,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-09-01,2019-08-01,,11,0
216443,7,1,1,2,24.75,,,,,,,,,,,,,,,,,,,,,5,1,2,2,2,1,1,1,2,3,24,2,2,2,2,1,2,2,2,2,2,3.1,2,4,6,6,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2017-08-01,2019-08-01,,24,0
216446,7,1,1,1,30.333333333,,,,,,,,,,,,,,,,,,,,,-1,8,2,1,3,1,2,3,3,3,30,2,1,1,1,1,3,1,1,1,3,3.3,1,3,4,4,4,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2018-09-01,2019-04-01,,7,0
216473,7,2,8,2,24.333333333,,,,,,,,,,,,,,,,,,,,,-1,8,3,3,3,1,3,1,3,5,20,4,4,1,1,3,3,3,3,3,3,3.5,1,3,4,6,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-07-01,,13,0
216499,7,3,10,2,24.75,,,,,,,,,,,,,,,,,,,,,4,1,1,1,2,2,1,2,3,5,40,4,4,4,5,1,3,1,1,1,3,3,1,5,7,7,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-05-01,2019-06-01,,13,0
216537,7,1,1,2,26.666666667,,,,,,,,,,,,,,,,,,,,,8,1,1,1,1,1,1,1,1,5,40,4,3,3,3,1,3,1,1,3,3,2.7,2,2,2,2,2,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2017-10-01,2018-08-01,,10,0
216577,7,4,2,2,23.916666667,,,,,,,,,,,,,,,,,,,,,7,2,1,1,1,1,1,1,1,5,45,4,5,5,3,1,3,1,1,1,3,3.3,1,2,6,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-09-01,2018-12-01,,15,0
216614,7,2,8,2,27.25,,,,,,,,,,,,,,,,,,,,,7,1,1,1,1,1,1,1,1,5,40,3,5,5,5,1,2,1,1,1,3,3.1,1,3,6,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-05-01,2018-12-01,,7,0
216638,7,2,5,2,24,,,,,,,,,,,,,,,,,,,,,3,1,3,3,3,3,3,3,3,5,40,3,2,3,4,1,3,1,1,1,3,3.8,1,1,3,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-10-01,2019-04-01,,6,0
216660,7,3,11,2,24.833333333,,,,,,,,,,,,,,,,,,,,,3,8,2,2,2,2,2,1,2,5,30,3,2,1,2,3,3,2,3,3,3,3.3,1,2,6,6,7,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-09-01,,3,0
216708,7,5,6,1,26.5,,,,,,,,,,,,,,,,,,,,,3,6,1,1,1,1,1,3,1,5,45,3,3,3,2,1,3,1,1,1,1,3.5,2,2,5,5,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-01-01,2018-12-01,,11,0
216807,7,4,14,2,27.75,,,,,,,,,,,,,,,,,,,,,5,3,1,1,1,1,1,1,1,5,40,5,5,5,5,1,2,1,1,1,3,3.8,1,4,6,6,6,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-10-01,,7,0
216969,7,4,2,2,23.583333333,,,,,,,,,,,,,,,,,,,,,-1,2,3,3,3,3,3,3,3,3,15,4,4,4,4,3,3,3,3,3,3,4,2,4,4,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-10-01,2018-10-01,,0,0
217114,7,4,2,1,29.416666667,2,-1,1,1,1,1,1,3,3,6,54,4,4,1,2,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,1,3.8,2,5,6,7,6,1,2018,0,1,2009-03-01,2017-08-31,2018-09-01,2012-08-01,,,73,,0
217140,7,5,13,1,24.5,1,-1,1,1,1,1,1,1,1,3,16,5,5,4,2,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,4.3,2,4,5,6,6,1,2018,0,1,2014-03-01,2017-08-31,2018-09-01,2015-05-01,,,40,,0
217295,7,4,14,1,26.5,,,,,,,,,,,,,,,,,,,,,2,7,3,1,3,1,1,1,3,6,48,3,3,3,1,1,2,1,1,1,2,4,2,3,4,4,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-02-01,,12,0
217344,7,1,1,2,24.75,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,3,2,2,2,3,5,40,4,4,2,3,1,3,1,1,1,3,3.6,1,5,7,7,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-05-01,2019-04-01,,11,0
217388,7,3,11,1,26.833333333,,,,,,,,,,,,,,,,,,,,,1,11,2,2,3,1,2,1,3,5,60,4,4,1,3,2,2,2,2,2,3,3,1,4,4,6,7,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-07-01,,4,0
217397,7,3,10,2,26,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,1,1,1,1,5,40,3,3,1,4,1,3,1,1,1,3,3.1,1,1,7,7,7,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2018-04-01,2019-08-01,,16,0
217422,7,2,8,2,26,,,,,,,,,,,,,,,,,,,,,6,1,2,2,2,2,2,2,2,5,45,2,4,1,1,2,2,2,2,2,1,3.5,1,4,5,4,3,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-08-01,2019-05-01,,9,0
217450,7,4,2,2,23.75,,,,,,,,,,,,,,,,,,,,,9,2,1,1,1,1,1,1,1,5,45,4,4,1,1,1,2,1,1,1,3,3.4,1,4,4,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-07-01,,17,0
217478,7,1,1,2,23.75,,,,,,,,,,,,,,,,,,,,,9,8,1,1,1,1,1,3,1,5,40,4,3,1,2,1,2,1,1,1,3,3.9,1,4,5,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-10-01,2019-04-01,,6,0
217523,7,1,1,2,24.333333333,,,,,,,,,,,,,,,,,,,,,9,8,2,2,2,1,2,2,2,1,2,5,5,5,3,2,2,2,2,2,2,3.6,1,3,3,3,3,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-06-01,,16,0
217616,7,1,1,2,27.583333333,,,,,,,,,,,,,,,,,,,,,8,1,1,1,2,1,1,2,1,5,40,2,2,3,4,1,2,1,1,1,3,3.9,1,4,5,5,5,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-07-01,2019-06-01,,11,0
217623,7,2,8,2,25.333333333,,,,,,,,,,,,,,,,,,,,,5,5,3,3,3,3,3,3,3,2,7,4,4,3,3,2,2,2,1,1,3,4.1,2,4,6,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2016-08-01,2019-08-01,,36,0
217672,7,4,14,2,25.25,2,1,3,3,3,3,3,3,3,6,30,3,3,4,4,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,3,4.1,1,3,7,7,7,1,2018,0,1,2014-03-01,2018-02-28,2018-09-01,2015-10-01,,,35,,0
300030,1,2,9,1,24.416666667,,,,,,,,,,,,,,,,,,,,,1,8,2,2,2,2,2,2,2,3,36,3,3,2,3,2,2,2,2,2,3,3.6,2,4,6,7,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-07-01,,4,0
300124,1,1,1,2,25.25,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,2,1,1,1,5.5,44,1,1,3,2,1,2,1,1,1,3,3,1,5,7,7,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2017-11-01,2018-03-01,,4,0
300336,2,1,1,2,25.166666667,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,1,1,1,1,5,40,3,2,3,4,1,2,1,1,1,1,2.6,2,4,5,6,6,1,2018,1,2,2015-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-07-01,,4,0
300358,2,2,8,1,26.333333333,,,,,,,,,,,,,,,,,,,,,-1,5,1,1,3,1,2,2,3,5,50,4,4,4,4,1,2,1,1,1,3,3.8,1,5,5,7,7,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2017-12-01,2019-04-01,,16,0
300498,2,4,2,2,27.583333333,2,-1,1,1,1,1,1,1,1,5,50,3,3,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.7,2,3,5,5,5,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2015-02-01,,,43,,0
300623,2,4,3,1,26.75,,,,,,,,,,,,,,,,,,,,,9,,2,1,2,2,1,2,2,5,40,1,1,1,4,1,2,3,3,3,3,3.7,1,3,6,6,6,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2018-05-01,2019-07-01,,14,0
300772,2,1,1,1,26.25,,,,,,,,,,,,,,,,,,,,,9,5,1,1,1,1,1,1,1,5,40,3,4,3,4,1,2,1,1,1,3,3.6,1,5,7,7,7,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-03-01,,13,0
300794,2,2,5,1,25.083333333,2,9,1,1,1,1,1,1,1,5,40,3,4,4,5,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,4.1,2,4,5,7,4,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2016-02-01,,,31,,0
300810,2,1,1,1,24.25,,,,,,,,,,,,,,,,,,,,,3,1,1,1,3,2,3,3,3,5,40,3,3,3,1,3,3,1,1,3,3,3.2,2,3,5,3,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2019-02-01,2019-04-01,,2,0
300848,2,1,1,1,22.166666667,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,3,12,1,1,1,1,2,2,2,2,2,3,2,1,2,2,4,7,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-08-01,,5,0
300868,2,2,8,2,21.916666667,,,,,,,,,,,,,,,,,,,,,-1,11,2,2,2,2,2,2,2,3,20,5,5,3,3,2,2,2,2,2,1,3.2,2,4,4,5,5,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-09-01,2018-12-01,,3,0
300888,2,2,8,2,25.833333333,,,,,,,,,,,,,,,,,,,,,3,8,1,2,2,2,1,1,2,5,40,2,2,3,3,1,2,1,1,1,3,4.3,2,4,5,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-08-01,2018-10-01,,14,0
300889,2,2,8,1,25.583333333,,,,,,,,,,,,,,,,,,,,,2,8,3,3,3,1,1,3,3,3,12,3,4,1,1,3,3,3,3,3,3,4,1,4,4,4,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2017-08-01,2018-08-01,,12,0
301099,2,2,8,1,26.916666667,2,-1,1,1,1,1,1,1,1,5,40,4,4,4,2,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,-1,,2,5,5,6,6,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2012-04-01,,,77,,0
301102,2,2,8,2,22.5,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,1,1,2,1,1,5,40,3,3,3,3,1,3,1,1,1,3,3.5,2,4,7,7,7,2,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2017-11-01,2018-11-01,,12,0
301112,2,2,8,2,21.833333333,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,1,1,1,1,5,40,3,3,3,3,1,2,1,1,1,3,3.9,2,4,5,5,5,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2017-11-01,2019-03-01,,16,0
301142,2,2,8,2,21.833333333,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,3,2,2,1,3,5,40,4,4,5,5,1,2,1,1,1,3,3,2,3,4,4,4,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-04-01,,13,0
301202,2,2,8,1,25.75,,,,,,,,,,,,,,,,,,,,,5,1,1,1,1,1,1,1,1,6,40,1,3,5,2,1,2,1,1,1,3,3.7,2,4,6,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2017-12-01,2018-02-01,,2,0
301395,3,3,4,2,22.5,,,,,,,,,,,,,,,,,,,,,-1,4,2,2,2,2,2,2,2,2,16,4,4,4,3,2,2,2,2,2,3,4.3,2,4,6,6,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-05-01,2018-12-01,,7,0
301455,3,4,2,2,23,,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,2,2,2,3,2,10,1,2,1,1,3,2,3,3,3,1,2,1,3,5,5,5,1,2018,1,2,2015-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-07-01,,1,0
301527,4,1,1,1,26,,,,,,,,,,,,,,,,,,,,,1,1,3,3,3,3,3,3,3,4,30,4,4,1,1,2,2,2,2,2,3,2.9,1,4,4,4,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-11-01,2019-02-01,,3,0
301584,4,4,15,1,25.083333333,,,,,,,,,,,,,,,,,,,,,3,15,1,3,3,2,1,3,1,6,60,4,4,4,3,1,3,1,1,1,3,3.8,1,3,4,4,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2017-09-01,2019-06-01,,21,0
301625,4,2,8,2,25.916666667,,,,,,,,,,,,,,,,,,,,,2,8,1,1,3,1,1,1,3,5,40,3,3,3,4,1,2,1,1,1,3,4.1,2,4,6,6,6,2,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2017-12-01,2018-10-01,,10,0
301685,4,5,13,1,30.75,2,9,1,1,1,1,1,1,1,6,48,4,4,4,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,4,2,4,7,7,7,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2014-01-01,,,56,,0
301780,4,5,13,1,25.416666667,,,,,,,,,,,,,,,,,,,,,2,13,3,3,3,3,3,1,3,5,35,3,3,1,1,3,3,3,3,3,2,4.1,1,4,5,5,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-10-01,2019-03-01,,5,0
301783,4,2,8,1,24.666666667,,,,,,,,,,,,,,,,,,,,,-1,1,3,3,3,3,3,3,3,6,48,4,3,2,3,3,3,3,3,3,3,3.9,1,4,7,7,7,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2019-03-01,2019-06-01,,3,0
301809,4,4,14,1,34.333333333,2,9,1,1,1,1,1,1,1,5,40,3,4,3,4,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,3,4.3,2,4,6,6,4,2,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2006-08-01,,,145,,0
301838,4,4,15,1,25.666666667,2,9,1,1,1,1,1,1,1,5,40,3,3,3,3,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.4,2,4,5,5,4,2,2018,0,1,2015-03-01,2017-08-31,2018-09-01,2015-01-01,,,44,,0
301858,4,4,2,1,26.25,,,,,,,,,,,,,,,,,,,,,9,15,1,1,3,1,3,1,3,5,6,4,4,1,1,1,3,1,1,1,3,4.1,2,3,6,7,7,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2017-03-01,2019-07-01,,28,0
301901,4,2,8,1,24.75,,,,,,,,,,,,,,,,,,,,,2,8,1,1,1,1,1,1,1,6,48,4,5,2,2,2,3,2,2,2,3,4.3,2,3,4,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-12-01,2018-03-01,,3,0
301905,4,2,8,1,23.583333333,,,,,,,,,,,,,,,,,,,,,1,9,2,2,2,2,2,2,2,3,18,5,5,4,4,2,2,2,2,2,3,3.8,2,4,7,6,7,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-12-01,2019-01-01,,1,0
301995,4,4,3,1,26.333333333,,,,,,,,,,,,,,,,,,,,,5,3,1,1,1,1,1,1,1,6,58,3,3,2,3,1,2,1,1,1,3,3.8,2,2,4,4,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2017-12-01,2018-06-01,,6,0
302014,4,4,2,1,23.833333333,,,,,,,,,,,,,,,,,,,,,6,,2,1,3,1,1,3,3,5,40,3,3,4,4,1,3,1,1,1,3,3.8,2,5,5,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-04-01,2019-04-01,,12,0
302068,4,3,11,1,31.25,2,9,1,1,1,1,1,1,1,5,40,4,3,3,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.9,2,5,5,5,5,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2009-03-01,,,114,,0
302081,4,4,14,1,26.083333333,,,,,,,,,,,,,,,,,,,,,2,14,1,1,1,1,1,1,1,5,40,3,3,2,4,1,3,3,1,1,3,4,2,4,5,6,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-09-01,2019-06-01,,9,0
302107,4,2,8,1,29.666666667,2,9,1,1,3,1,1,1,3,5,40,4,4,3,3,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.7,2,5,6,5,6,2,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2010-04-01,,,101,,0
302142,4,3,11,1,24.583333333,,,,,,,,,,,,,,,,,,,,,-1,1,3,3,3,3,3,3,3,5,40,3,3,1,1,1,3,1,1,1,3,4.2,2,5,6,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-12-01,,10,0
302179,4,4,2,1,25.416666667,,,,,,,,,,,,,,,,,,,,,5,7,1,1,2,1,1,1,2,6,45,2,2,4,4,1,2,1,1,1,3,4.3,1,5,6,7,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2019-02-01,2019-02-01,,0,0
302232,4,2,8,1,26,,,,,,,,,,,,,,,,,,,,,2,8,1,1,2,2,1,1,2,5,40,3,3,3,4,1,2,1,1,1,3,3.2,1,3,5,4,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-07-01,,13,0
302252,4,4,15,1,27.333333333,,,,,,,,,,,,,,,,,,,,,-1,15,2,2,2,2,2,2,2,5,45,3,2,1,2,2,3,2,2,2,3,4.4,2,5,7,7,7,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2017-12-01,2018-02-01,,2,0
302286,4,5,6,1,24.166666667,,,,,,,,,,,,,,,,,,,,,2,6,1,3,3,1,1,3,3,5,45,3,3,3,4,1,3,3,1,1,3,3.5,1,4,5,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-02-01,,12,0
302337,4,2,5,1,26.916666667,,,,,,,,,,,,,,,,,,,,,2,11,3,1,3,3,3,3,3,5,40,3,4,2,3,1,3,1,1,3,3,3,2,4,5,5,5,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2016-11-01,2019-07-01,,32,0
302364,4,4,14,1,24.916666667,,,,,,,,,,,,,,,,,,,,,3,14,1,1,1,1,1,1,1,5,40,4,4,2,2,1,3,1,1,1,3,4.2,2,4,6,5,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-10-01,2019-06-01,,8,0
302389,4,5,6,1,22.083333333,,,,,,,,,,,,,,,,,,,,,4,13,1,2,2,2,2,2,2,5,40,2,2,3,4,1,2,1,1,1,1,3.7,1,2,2,4,3,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-10-01,,7,0
302396,4,2,8,1,25.833333333,,,,,,,,,,,,,,,,,,,,,3,5,3,2,3,3,3,3,3,5,40,5,5,3,3,1,2,1,1,1,3,3.7,2,5,6,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-04-01,2018-08-01,,4,0
302491,4,2,8,1,24.666666667,,,,,,,,,,,,,,,,,,,,,2,11,1,1,3,2,1,1,3,5,40,2,2,2,2,1,3,1,1,1,3,3.4,1,4,4,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-08-01,,17,0
302570,4,2,8,1,24.666666667,,,,,,,,,,,,,,,,,,,,,-1,8,1,1,2,1,1,1,2,5,40,3,3,2,2,1,3,1,1,1,1,3.8,1,5,6,5,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-04-01,2019-03-01,,11,0
302585,4,2,8,1,24.75,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,1,1,1,1,1,5,40,4,4,4,4,1,2,1,1,1,3,3.9,1,5,7,7,7,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-07-01,2019-07-01,,24,0
302625,4,1,1,1,26.083333333,,,,,,,,,,,,,,,,,,,,,6,8,1,1,1,1,1,1,1,5,40,3,3,2,3,1,2,1,1,1,3,3,2,4,4,4,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2019-01-01,2019-06-01,,5,0
302666,4,2,8,1,29.25,2,6,1,1,1,1,2,3,3,5,40,2,2,2,3,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.8,2,4,7,7,7,1,2018,0,1,2015-03-01,2018-02-28,2018-09-01,2014-10-01,,,47,,0
302724,4,2,5,2,23.666666667,,,,,,,,,,,,,,,,,,,,,-1,5,1,2,2,1,1,1,2,5,37,4,2,1,1,1,2,1,1,2,3,3.7,1,3,3,5,5,1,2018,1,2,2015-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-11-01,,5,0
302763,4,4,3,1,26.416666667,,,,,,,,,,,,,,,,,,,,,3,14,1,2,3,1,2,1,3,6,60,3,3,1,1,2,2,2,2,2,3,3.5,1,3,4,5,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-05-01,,2,0
302817,4,5,13,1,26.583333333,2,9,1,1,1,1,1,1,1,5,40,3,4,4,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.5,2,5,6,6,5,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2016-01-01,,,32,,0
302914,4,5,6,1,24.583333333,,,,,,,,,,,,,,,,,,,,,-1,6,3,3,2,1,2,1,3,2,16,4,4,3,3,3,3,3,3,3,3,3.8,2,4,4,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-12-01,2019-05-01,,5,0
302929,4,2,9,1,22.416666667,2,3,1,1,1,3,1,1,1,5,40,4,4,3,2,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.5,2,3,6,6,6,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2015-09-01,,,36,,0
303042,5,5,12,2,25.5,,,,,,,,,,,,,,,,,,,,,3,8,2,2,2,2,2,2,2,5,40,3,3,5,4,1,2,1,1,3,3,3.5,2,3,7,7,7,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-01-01,2018-11-01,,10,0
303054,5,2,8,1,25.166666667,,,,,,,,,,,,,,,,,,,,,2,1,1,1,3,1,1,1,3,5,40,3,3,5,5,1,2,1,1,1,3,3,2,4,4,4,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-06-01,,12,0
303067,5,3,11,2,22.083333333,,,,,,,,,,,,,,,,,,,,,1,8,1,2,3,2,1,3,3,6,48,1,2,4,2,1,3,1,1,1,3,3,1,2,2,5,5,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2017-11-01,2018-12-01,,13,0
303269,5,4,15,1,21.666666667,,,,,,,,,,,,,,,,,,,,,1,15,1,2,3,3,1,1,3,6,45,5,4,3,3,1,3,1,1,1,3,3.3,1,2,7,7,7,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-07-01,,16,0
303270,5,4,15,2,21.916666667,,,,,,,,,,,,,,,,,,,,,1,7,2,2,2,2,2,2,2,7,35,3,3,2,1,2,2,2,2,2,1,2.8,2,4,6,7,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-05-01,,2,0
303342,5,1,1,2,22.416666667,,,,,,,,,,,,,,,,,,,,,6,1,1,2,2,2,2,2,2,5,30,4,4,2,4,1,2,1,1,1,3,3.7,2,4,4,4,4,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-02-01,,12,0
303683,6,4,2,2,22.75,2,5,1,1,1,2,1,1,1,5,40,3,3,3,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,2,4,1,3,4,4,4,1,2018,0,1,2015-03-01,2018-02-28,2018-09-01,2016-01-01,,,32,,0
303706,6,5,6,2,23.333333333,,,,,,,,,,,,,,,,,,,,,2,6,1,1,3,2,2,2,3,5,40,3,3,3,3,1,2,1,1,1,3,3.5,1,4,5,6,5,1,2018,1,2,2015-03-01,2018-02-28,2018-09-01,,2017-12-01,2019-02-01,,14,0
303778,6,3,11,2,23.666666667,,,,,,,,,,,,,,,,,,,,,4,8,1,1,3,2,1,2,3,6,48,3,3,3,3,1,3,1,1,1,2,4.2,2,3,5,4,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-01-01,2019-06-01,,17,0
303908,6,3,10,2,22.5,,,,,,,,,,,,,,,,,,,,,-1,8,2,2,2,2,2,2,2,5,25,3,3,1,2,2,2,2,2,2,3,3.8,2,4,5,6,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-07-01,,4,0
