pid,majorcat,province,area,sex,age,a003,a010,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d016,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,First_Work,year,Resign,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,FirstWorkPeriod,LongWork,LongWork2,major_same,major_help,big_company,work_sati,company_sati,supply1,supply2,supply3,supply4,supply5,supply6,supply7,work_day,work_time,insurance1,insurance2,insurance3,insurance4,insurance5,score,q001G,p001G,provinceG,major_sameG,major_helpG,majorcatG,q015G,q016G,q017G,big_companyG,work_satiG,company_satiG,supply,insurance,주당근로일,주당근로시간,직장에서의복리후생제공여부,보험가입여부,직장만족도
100166.0,1.0,2.0,8.0,2.0,22.5,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.2,1.0,3.0,3.0,5.0,5.0,1.0,2.0,2019.0,1.0,2016-03-01,2018-02-28,2019-09-01,,2018-03-01,2018-10-01,,7.0,7.0,0.0,0.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,3.0,1.0,1.0,1.0,2.0930232558139537,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,6.0,제공한다,가입했다,그렇다
100191.0,1.0,4.0,7.0,2.0,26.916666666666668,,,,,,,,,,,,,,,,,,,,,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.3,2.0,4.0,4.0,6.0,6.0,1.0,2.0,2019.0,1.0,2014-03-01,2018-02-28,2019-09-01,,2017-11-01,2018-05-01,,6.0,6.0,0.0,0.0,3.0,4.0,6.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,5.0,40.0,제공하지않는다,가입하지않음,보통이다
100212.0,1.0,2.0,8.0,2.0,24.666666666666668,,,,,,,,,,,,,,,,,,,,,-1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,6.0,40.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.1,1.0,3.0,4.0,4.0,4.0,1.0,2.0,2019.0,1.0,2013-03-01,2017-08-31,2019-09-01,,2018-01-01,2018-08-01,,7.0,7.0,0.0,0.0,1.0,1.0,-1.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,6.0,40.0,3.0,3.0,3.0,3.0,3.0,2.0930232558139537,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,0.0,0.0,6.0,40.0,제공하지않는다,가입하지않음,보통이다
100221.0,1.0,2.0,8.0,2.0,25.25,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,25.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,5.0,5.0,5.0,1.0,2.0,2019.0,1.0,2013-03-01,2018-02-28,2019-09-01,,2018-07-01,2018-11-01,,4.0,4.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,25.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,5.0,25.0,제공하지않는다,가입하지않음,보통이다
100232.0,1.0,3.0,11.0,1.0,25.25,2.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,32.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,4.3,1.0,4.0,6.0,6.0,6.0,1.0,1.0,2019.0,0.0,2014-03-01,2018-02-28,2019-09-01,2017-07-01,,,26.0,,26.0,1.0,1.0,2.0,2.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,32.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,5.0,32.0,제공하지않는다,가입했다,보통이다
100278.0,1.0,2.0,8.0,2.0,22.666666666666668,,,,,,,,,,,,,,,,,,,,,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,4.0,5.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,2.9,1.0,3.0,6.0,7.0,5.0,1.0,2.0,2019.0,1.0,2015-03-01,2018-02-28,2019-09-01,,2018-10-01,2018-11-01,,1.0,1.0,0.0,0.0,4.0,4.0,-1.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,,3.0,3.0,0.0,1.0,5.0,40.0,제공하지않는다,가입했다,그렇다
100296.0,1.0,4.0,15.0,2.0,23.333333333333332,,,,,,,,,,,,,,,,,,,,,-1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,40.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,7.0,7.0,6.0,1.0,2.0,2019.0,1.0,2015-03-01,2018-02-28,2019-09-01,,2018-05-01,2019-05-01,,12.0,12.0,1.0,0.0,1.0,2.0,-1.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,40.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,3.0,0.0,1.0,5.0,40.0,제공하지않는다,가입했다,그렇다
100412.0,2.0,2.0,8.0,1.0,26.333333333333332,2.0,-1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,3.9,1.0,3.0,4.0,4.0,4.0,1.0,1.0,2019.0,0.0,2012-03-01,2018-02-28,2019-09-01,2017-07-01,,,26.0,,26.0,1.0,1.0,3.0,3.0,-1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,0.0,1.0,5.0,40.0,제공하지않는다,가입했다,보통이다
100486.0,2.0,2.0,8.0,2.0,23.75,,,,,,,,,,,,,,,,,,,,,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,40.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,3.4,2.0,4.0,4.0,5.0,5.0,1.0,2.0,2019.0,1.0,2015-03-01,2018-02-28,2019-09-01,,2018-03-01,2019-03-01,,12.0,12.0,1.0,0.0,4.0,4.0,-1.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,40.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,0.0,1.0,5.0,40.0,제공하지않는다,가입했다,그렇다
100710.0,2.0,1.0,1.0,2.0,22.166666666666668,,,,,,,,,,,,,,,,,,,,,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,35.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.4,2.0,3.0,3.0,4.0,4.0,1.0,2.0,2019.0,1.0,2016-03-01,2018-02-28,2019-09-01,,2018-04-01,2019-01-01,,9.0,9.0,0.0,0.0,1.0,2.0,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,35.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,0.0,0.0,4.0,35.0,제공하지않는다,가입하지않음,보통이다
100717.0,2.0,1.0,1.0,2.0,21.916666666666668,,,,,,,,,,,,,,,,,,,,,-1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,4.0,3.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,7.0,7.0,7.0,1.0,2.0,2019.0,1.0,2016-03-01,2018-02-28,2019-09-01,,2017-12-01,2019-03-01,,15.0,15.0,1.0,0.0,3.0,5.0,-1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,3.0,1.0,1.0,1.0,2.0930232558139537,3.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,,2.0,3.0,0.0,1.0,5.0,40.0,제공하지않는다,가입했다,그렇다
100763.0,2.0,2.0,8.0,1.0,24.666666666666668,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.8,2.0,5.0,6.0,6.0,6.0,1.0,2.0,2019.0,1.0,2014-03-01,2018-02-28,2019-09-01,,2018-03-01,2019-03-01,,12.0,12.0,1.0,0.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,5.0,40.0,제공한다,가입하지않음,보통이다
100810.0,2.0,4.0,3.0,1.0,24.583333333333332,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,48.0,5.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,5.0,6.0,6.0,6.0,1.0,2.0,2019.0,1.0,2016-03-01,2018-02-28,2019-09-01,,2018-02-01,2019-02-01,,12.0,12.0,1.0,0.0,1.0,4.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,48.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,6.0,48.0,제공하지않는다,가입하지않음,그렇다
100875.0,2.0,1.0,1.0,2.0,23.916666666666668,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,40.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,3.5,1.0,4.0,6.0,6.0,6.0,1.0,1.0,2019.0,0.0,2016-03-01,2018-02-28,2019-09-01,2017-07-01,,,26.0,,26.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,40.0,1.0,3.0,1.0,1.0,1.0,1.125,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,1.0,5.0,40.0,제공하지않는다,가입했다,그렇다
100975.0,2.0,2.0,8.0,2.0,23.0,1.0,9.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,18.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,3.5,1.0,5.0,5.0,5.0,5.0,1.0,1.0,2019.0,0.0,2015-03-01,2017-08-31,2019-09-01,2017-09-01,,,24.0,,24.0,1.0,1.0,3.0,2.0,9.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,18.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,4.0,18.0,제공하지않는다,가입했다,보통이다
101082.0,2.0,4.0,2.0,2.0,21.916666666666668,,,,,,,,,,,,,,,,,,,,,9.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,16.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.1,2.0,3.0,5.0,5.0,5.0,1.0,2.0,2019.0,1.0,2016-03-01,2018-02-28,2019-09-01,,2018-03-01,2018-08-01,,5.0,5.0,0.0,0.0,1.0,1.0,9.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,2.0930232558139537,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,16.0,제공하지않는다,가입했다,보통이다
101202.0,2.0,2.0,8.0,1.0,26.583333333333332,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.7,2.0,5.0,6.0,7.0,6.0,1.0,2.0,2019.0,1.0,2014-03-01,2018-02-28,2019-09-01,,2018-04-01,2018-06-01,,2.0,2.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,1.0,2.0,1.0,1.0,2.0,1.125,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,5.0,40.0,제공하지않는다,가입하지않음,그렇다
101500.0,3.0,4.0,15.0,2.0,22.416666666666668,,,,,,,,,,,,,,,,,,,,,-1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,40.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.6,2.0,3.0,4.0,4.0,4.0,1.0,2.0,2019.0,1.0,2016-03-01,2018-02-28,2019-09-01,,2018-03-01,2019-02-01,,11.0,11.0,0.0,0.0,3.0,2.0,-1.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,40.0,1.0,3.0,3.0,1.0,1.0,1.125,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,3.0,3.0,0.0,0.0,5.0,40.0,제공하지않는다,가입하지않음,그렇다
101507.0,3.0,4.0,14.0,2.0,22.583333333333332,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,40.0,2.0,2.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,4.2,1.0,3.0,5.0,5.0,5.0,1.0,2.0,2019.0,1.0,2015-03-01,2018-02-28,2019-09-01,,2018-03-01,2019-03-01,,12.0,12.0,1.0,0.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,40.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,5.0,40.0,제공하지않는다,가입했다,그렇지않다
101521.0,3.0,4.0,3.0,2.0,24.166666666666668,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,5.0,45.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,3.7,1.0,2.0,7.0,7.0,7.0,1.0,2.0,2019.0,1.0,2014-03-01,2018-02-28,2019-09-01,,2018-02-01,2018-07-01,,5.0,5.0,0.0,0.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,5.0,45.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,5.0,45.0,제공하지않는다,가입하지않음,그렇지않다
101569.0,3.0,5.0,12.0,2.0,23.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,40.0,4.0,4.0,5.0,4.0,1.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,3.2,2.0,5.0,6.0,6.0,6.0,1.0,1.0,2019.0,0.0,2015-03-01,2018-02-28,2019-09-01,2017-03-01,,,30.0,,30.0,1.0,1.0,5.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,40.0,1.0,2.0,1.0,3.0,3.0,1.125,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,5.0,40.0,제공하지않는다,가입하지않음,그렇다
101660.0,4.0,2.0,8.0,1.0,25.916666666666668,,,,,,,,,,,,,,,,,,,,,-1.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,5.0,45.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,3.8,1.0,3.0,7.0,7.0,7.0,1.0,2.0,2019.0,1.0,2013-03-01,2018-02-28,2019-09-01,,2017-07-01,2018-06-01,,11.0,11.0,0.0,0.0,3.0,4.0,-1.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,5.0,45.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,,2.0,2.0,0.0,1.0,5.0,45.0,제공하지않는다,가입했다,보통이다
101693.0,4.0,2.0,5.0,2.0,23.166666666666668,,,,,,,,,,,,,,,,,,,,,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,18.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,1.0,2.0,2019.0,1.0,2015-03-01,2018-02-28,2019-09-01,,2019-07-01,2019-08-01,,1.0,1.0,0.0,0.0,2.0,3.0,-1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,18.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,0.0,0.0,2.0,18.0,제공하지않는다,가입하지않음,그렇다
101694.0,4.0,2.0,5.0,2.0,23.833333333333332,,,,,,,,,,,,,,,,,,,,,-1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,45.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,2.0,2019.0,1.0,2014-03-01,2018-02-28,2019-09-01,,2018-07-01,2018-08-01,,1.0,1.0,0.0,0.0,3.0,3.0,-1.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,45.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,0.0,0.0,5.0,45.0,제공하지않는다,가입하지않음,그렇지않다
101733.0,4.0,2.0,9.0,1.0,25.083333333333332,,,,,,,,,,,,,,,,,,,,,-1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,16.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.8,2.0,4.0,7.0,7.0,7.0,1.0,2.0,2019.0,1.0,2013-03-01,2018-02-28,2019-09-01,,2017-11-01,2019-08-01,,21.0,21.0,1.0,0.0,1.0,1.0,-1.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,16.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,,3.0,3.0,0.0,0.0,2.0,16.0,제공하지않는다,가입하지않음,그렇다
101750.0,4.0,2.0,8.0,2.0,22.75,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,4.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,4.3,1.0,2.0,3.0,3.0,3.0,1.0,1.0,2019.0,0.0,2015-03-01,2018-02-28,2019-09-01,2017-08-01,,,25.0,,25.0,1.0,1.0,3.0,5.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,40.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,5.0,40.0,제공하지않는다,가입했다,그렇다
101818.0,4.0,1.0,1.0,1.0,25.666666666666668,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,35.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.9,1.0,5.0,5.0,5.0,5.0,1.0,2.0,2019.0,1.0,2012-03-01,2018-02-28,2019-09-01,,2018-07-01,2018-10-01,,3.0,3.0,0.0,0.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,35.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,5.0,35.0,제공하지않는다,가입하지않음,그렇다
101878.0,4.0,3.0,4.0,1.0,24.666666666666668,,,,,,,,,,,,,,,,,,,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.2,2.0,3.0,4.0,4.0,4.0,1.0,2.0,2019.0,1.0,2014-03-01,2018-02-28,2019-09-01,,2018-06-01,2019-07-01,,13.0,13.0,1.0,0.0,2.0,2.0,-1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,5.0,40.0,제공한다,가입했다,그렇지않다
101900.0,4.0,5.0,13.0,1.0,24.666666666666668,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,22.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.7,1.0,5.0,3.0,4.0,5.0,1.0,2.0,2019.0,1.0,2013-03-01,2018-02-28,2019-09-01,,2018-10-01,2019-05-01,,7.0,7.0,0.0,0.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,22.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,5.0,22.0,제공하지않는다,가입하지않음,보통이다
101918.0,4.0,2.0,5.0,1.0,24.5,,,,,,,,,,,,,,,,,,,,,9.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,3.6,1.0,4.0,4.0,4.0,4.0,1.0,2.0,2019.0,1.0,2014-03-01,2018-02-28,2019-09-01,,2018-08-01,2018-09-01,,1.0,1.0,0.0,0.0,1.0,2.0,9.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,5.0,40.0,제공하지않는다,가입하지않음,보통이다
101934.0,4.0,4.0,14.0,2.0,22.166666666666668,2.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,55.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,3.0,4.3,2.0,4.0,6.0,6.0,6.0,1.0,1.0,2019.0,0.0,2016-03-01,2018-02-28,2019-09-01,2017-09-01,,,24.0,,24.0,1.0,1.0,5.0,3.0,9.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,55.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,5.0,55.0,제공하지않는다,가입하지않음,그렇다
101965.0,4.0,4.0,15.0,2.0,22.25,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,48.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.7,2.0,4.0,5.0,6.0,5.0,1.0,2.0,2019.0,1.0,2014-03-01,2018-02-28,2019-09-01,,2018-04-01,2018-08-01,,4.0,4.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,48.0,2.0,2.0,2.0,2.0,2.0,1.125,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,6.0,48.0,제공하지않는다,가입하지않음,보통이다
101978.0,4.0,4.0,2.0,1.0,24.583333333333332,,,,,,,,,,,,,,,,,,,,,-1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,45.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,4.2,1.0,4.0,5.0,5.0,5.0,1.0,2.0,2019.0,1.0,2013-03-01,2018-02-28,2019-09-01,,2018-02-01,2019-06-01,,16.0,16.0,1.0,0.0,2.0,3.0,-1.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,45.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,,3.0,3.0,0.0,0.0,5.0,45.0,제공하지않는다,가입하지않음,그렇다
101993.0,4.0,1.0,1.0,1.0,21.75,,,,,,,,,,,,,,,,,,,,,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,48.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,4.2,1.0,2.0,4.0,6.0,6.0,1.0,2.0,2019.0,1.0,2016-03-01,2018-02-28,2019-09-01,,2018-10-01,2018-12-01,,2.0,2.0,0.0,0.0,1.0,2.0,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,48.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,,2.0,2.0,0.0,1.0,6.0,48.0,제공하지않는다,가입했다,보통이다
102014.0,4.0,2.0,8.0,1.0,24.583333333333332,,,,,,,,,,,,,,,,,,,,,-1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,40.0,3.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.5,2.0,5.0,5.0,5.0,5.0,1.0,2.0,2019.0,1.0,2013-03-01,2018-02-28,2019-09-01,,2018-02-01,2019-04-01,,14.0,14.0,1.0,0.0,4.0,4.0,-1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,40.0,1.0,3.0,1.0,1.0,1.0,1.125,3.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,,2.0,2.0,0.0,1.0,5.0,40.0,제공하지않는다,가입했다,보통이다
