pid,majorcat,province,area,sex,age,a003,a010,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d016,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,First_Work,year,Resign,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,FirstWorkPeriod,LongWork,LongWork2,major_same,major_help,big_company,work_sati,company_sati,supply1,supply2,supply3,supply4,supply5,supply6,supply7,work_day,work_time,insurance1,insurance2,insurance3,insurance4,insurance5,score,q001G,p001G,provinceG,major_sameG,major_helpG,majorcatG,q015G,q016G,q017G,big_companyG,work_satiG,company_satiG,supply,insurance,work_timeB,주당근로일,주당근로시간,직장에서의복리후생제공여부,보험가입여부,직장만족도,주당근로시간_binary
84905,6,3,11,1,26.83333333,,,,,,,,,,,,,,,,,,,,,9,1,1,3,1,1,1,3,3,18,5,4,2,4,1,2,1,1,1,3,3.1,2,4,6,6,5,1,2,2020,1,2013-03-01,2018-08-31,2020-09-01,,2018-06-01,2020-06-01,,24,24,1,1,2,4,9,4,5,1,1,3,1,1,1,3,3,18,1,2,1,1,1,3,3,1,2,1,3,2,3,3,3,1,3,3,0,1,0,3,18,제공하지않는다,가입했다,그렇다,40시간이하
84987,6,5,13,2,24,,,,,,,,,,,,,,,,,,,,,-1,1,1,3,1,1,3,3,5,40,4,3,1,1,1,2,1,1,1,3,3.4,2,2,3,5,4,1,2,2020,1,2015-03-01,2019-02-28,2020-09-01,,2020-01-01,2020-07-01,,6,6,0,0,1,1,-1,3,4,1,1,3,1,1,3,3,5,40,1,2,1,1,1,3,1,1,2,1,1,2,1,3,2,,2,3,0,1,0,5,40,제공하지않는다,가입했다,그렇다,40시간이하
85006,6,1,1,1,29.91666667,2,9,1,1,1,1,1,1,1,5,35,5,5,2,5,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,3.1,1,4,7,7,7,1,1,2020,0,2011-03-01,2018-08-31,2020-09-01,2018-08-01,,,25,,25,1,1,2,5,9,5,5,1,1,1,1,1,1,1,5,35,1,2,1,1,1,3,3,1,1,1,3,2,3,3,3,1,3,3,1,1,0,5,35,제공한다,가입했다,그렇다,40시간이하
85069,6,4,14,2,23.75,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,1,3,3,5,35,4,4,3,4,1,2,1,1,3,3,4.1,1,3,4,4,3,1,2,2020,1,2015-03-01,2019-02-28,2020-09-01,,2019-01-01,2020-01-01,,12,12,1,0,3,4,1,4,4,1,1,3,2,1,3,3,5,35,1,2,1,1,3,3,2,1,2,2,3,2,2,2,1,2,3,3,0,0,0,5,35,제공하지않는다,가입하지않음,그렇다,40시간이하
85076,6,4,2,2,24.91666667,,,,,,,,,,,,,,,,,,,,,-1,1,1,3,2,1,2,3,5,40,3,5,1,2,1,2,1,1,1,3,3,1,4,7,7,7,1,2,2020,1,2014-03-01,2019-02-28,2020-09-01,,2019-02-01,2020-01-01,,11,11,0,0,1,2,-1,5,3,1,1,3,2,1,2,3,5,40,1,2,1,1,1,3,3,1,2,1,1,2,3,3,3,,3,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
85183,7,3,11,1,26.83333333,,,,,,,,,,,,,,,,,,,,,-1,2,2,2,1,2,2,2,4,48,3,2,1,1,1,2,1,1,1,3,2.9,1,3,3,4,3,1,2,2020,1,2012-03-01,2019-02-28,2020-09-01,,2019-08-01,2019-12-01,,4,4,0,0,1,1,-1,2,3,2,2,2,1,2,2,2,4,48,1,2,1,1,1,3,2,1,2,1,1,3,1,2,1,,1,2,0,1,1,4,48,제공하지않는다,가입했다,보통이다,40시간초과
85191,7,3,10,2,27.66666667,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3,3,3,3,20,3,4,4,4,2,2,3,3,3,3,3.28,1,3,5,5,5,1,2,2020,1,2012-03-01,2019-02-28,2020-09-01,,2020-06-01,2020-07-01,,1,1,0,0,4,4,1,4,3,3,3,3,3,3,3,3,3,20,2,2,3,3,3,3,2,1,2,3,3,3,3,3,3,2,3,2,0,0,0,3,20,제공하지않는다,가입하지않음,보통이다,40시간이하
85192,7,3,10,2,24.91666667,2,5,1,1,3,2,2,2,1,5,40,4,4,4,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,1,3.5,1,4,7,7,7,1,1,2020,0,2015-03-01,2019-02-28,2020-09-01,2018-01-01,,,32,,32,1,1,4,4,5,4,4,1,1,3,2,2,2,1,5,40,1,2,1,1,1,1.125,3,1,2,3,3,3,3,3,3,2,3,3,0,1,0,5,40,제공하지않는다,가입했다,그렇다,40시간이하
85202,7,4,14,2,25.25,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,5,40,1,1,3,3,1,2,1,1,1,1,3.2,1,3,3,3,3,1,2,2020,1,2014-03-01,2019-02-28,2020-09-01,,2019-08-01,2020-02-01,,6,6,0,0,3,3,2,1,1,1,2,2,2,2,1,2,5,40,1,2,1,1,1,1.125,2,1,2,2,2,3,1,1,1,2,1,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
85205,7,4,3,2,27.33333333,,,,,,,,,,,,,,,,,,,,,2,1,1,3,1,1,1,3,5,40,3,2,3,4,1,2,1,1,1,3,3.92,2,3,4,5,4,1,2,2020,1,2012-03-01,2019-02-28,2020-09-01,,2019-07-01,2019-12-01,,5,5,0,0,3,4,2,2,3,1,1,3,1,1,1,3,5,40,1,2,1,1,1,3,2,1,2,2,3,3,2,3,2,2,1,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
85252,7,1,1,2,25.83333333,,,,,,,,,,,,,,,,,,,,,3,1,1,3,1,1,1,3,5,45,4,5,1,1,1,2,1,1,1,3,2.97,1,3,5,6,5,1,2,2020,1,2013-03-01,2018-08-31,2020-09-01,,2019-03-01,2019-09-01,,6,6,0,0,1,1,3,5,4,1,1,3,1,1,1,3,5,45,1,2,1,1,1,3,2,1,1,1,1,3,3,3,3,2,3,3,0,1,1,5,45,제공하지않는다,가입했다,그렇다,40시간초과
85265,7,2,8,2,25.16666667,,,,,,,,,,,,,,,,,,,,,3,3,2,3,1,1,2,3,5,52,2,4,5,4,1,2,1,1,1,-1,,1,3,3,4,4,1,2,2020,1,2014-03-01,2019-02-28,2020-09-01,,2019-05-01,2020-06-01,,13,13,1,0,5,4,3,4,2,3,2,3,1,1,2,3,5,52,1,2,1,1,1,,2,1,1,3,3,3,1,2,2,2,3,1,0,1,1,5,52,제공하지않는다,가입했다,그렇지않다,40시간초과
85283,7,3,11,1,27.41666667,,,,,,,,,,,,,,,,,,,,,6,3,3,3,3,3,3,3,5,40,1,5,5,5,1,2,1,1,1,-1,,1,1,7,7,7,1,2,2020,1,2012-03-01,2019-02-28,2020-09-01,,2019-07-01,2019-08-01,,1,1,0,0,5,5,6,5,1,3,3,3,3,3,3,3,5,40,1,2,1,1,1,,1,1,2,3,3,3,3,3,3,2,3,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
85353,7,2,8,2,25.91666667,1,-1,3,1,3,1,2,3,3,5,32,3,3,2,3,1,2,3,1,3,,,,,,,,,,,,,,,,,,,,3,3,2,4,5,6,6,1,1,2020,0,2013-03-01,2019-02-28,2020-09-01,2018-03-01,,,30,,30,1,1,2,3,-1,3,3,3,1,3,1,2,3,3,5,32,1,2,3,1,3,3,3,1,1,1,2,3,3,3,3,,2,2,0,0,0,5,32,제공하지않는다,가입하지않음,보통이다,40시간이하
85357,7,2,8,2,26.25,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,1,1,1,5,52,3,3,3,3,1,2,1,1,1,3,3.78,2,3,3,3,3,1,2,2020,1,2014-03-01,2019-02-28,2020-09-01,,2020-01-01,2020-04-01,,3,3,0,0,3,3,9,3,3,1,1,1,1,1,1,1,5,52,1,2,1,1,1,3,2,1,1,2,2,3,1,1,1,1,2,2,1,1,1,5,52,제공한다,가입했다,보통이다,40시간초과
85414,7,1,1,2,24.83333333,,,,,,,,,,,,,,,,,,,,,7,1,2,3,1,2,1,3,5,45,3,3,5,4,1,2,1,1,1,3,3.44,1,3,6,6,5,1,2,2020,1,2014-03-01,2019-02-28,2020-09-01,,2019-03-01,2019-11-01,,8,8,0,0,5,4,7,3,3,1,2,3,1,2,1,3,5,45,1,2,1,1,1,3,2,1,1,3,3,3,3,3,3,2,2,2,0,1,1,5,45,제공하지않는다,가입했다,보통이다,40시간초과
85427,7,2,8,2,30,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,1,2,2,5,40,5,5,1,4,1,2,1,3,3,3,4,1,2,5,5,6,2,2,2020,1,2014-03-01,2018-08-31,2020-09-01,,2018-05-01,2019-03-01,,10,10,0,0,1,4,1,5,5,1,2,2,1,1,2,2,5,40,1,2,1,3,3,3,1,2,1,1,3,3,3,3,3,2,3,3,0,0,0,5,40,제공하지않는다,가입하지않음,그렇다,40시간이하
85464,7,3,17,1,28.33333333,,,,,,,,,,,,,,,,,,,,,6,2,2,3,1,1,2,3,5,45,5,5,1,4,1,2,1,1,2,3,3.2,1,5,7,7,7,1,2,2020,1,2013-03-01,2019-02-28,2020-09-01,,2019-03-01,2020-03-01,,12,12,1,0,1,4,6,5,5,2,2,3,1,1,2,3,5,45,1,2,1,1,2,3,3,1,2,1,3,3,3,3,3,2,3,3,0,0,1,5,45,제공하지않는다,가입하지않음,그렇다,40시간초과
85477,7,3,11,1,25.83333333,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,5,40,1,2,4,4,1,2,1,1,1,3,3.8,1,4,2,3,3,1,2,2020,1,2013-03-01,2019-02-28,2020-09-01,,2019-05-01,2020-01-01,,8,8,0,0,4,4,2,2,1,1,1,2,2,2,2,2,5,40,1,2,1,1,1,3,3,1,2,3,3,3,1,1,1,2,1,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
85500,7,4,15,2,24.58333333,,,,,,,,,,,,,,,,,,,,,9,1,1,2,1,2,2,2,5,25,4,4,1,1,1,2,1,1,1,3,3.2,1,4,4,5,5,1,2,2020,1,2015-03-01,2019-02-28,2020-09-01,,2019-04-01,2019-08-01,,4,4,0,0,1,1,9,4,4,1,1,2,1,2,2,2,5,25,1,2,1,1,1,3,3,1,2,1,1,3,2,3,3,1,3,3,0,1,0,5,25,제공하지않는다,가입했다,그렇다,40시간이하
85547,7,1,1,2,25.5,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,5,40,1,3,3,3,1,2,1,1,1,3,3,2,3,3,3,3,1,2,2020,1,2015-03-01,2019-02-28,2020-09-01,,2020-06-01,2020-08-01,,2,2,0,0,3,3,2,3,1,2,2,2,2,2,2,2,5,40,1,2,1,1,1,3,2,1,1,2,2,3,1,1,1,2,2,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
85598,7,3,17,2,23.75,,,,,,,,,,,,,,,,,,,,,1,1,2,3,2,1,2,3,5,30,3,3,3,4,2,2,1,3,2,3,3.3,2,2,1,5,3,1,2,2020,1,2015-03-01,2019-02-28,2020-09-01,,2019-06-01,2020-02-01,,8,8,0,0,3,4,1,3,3,1,2,3,2,1,2,3,5,30,2,2,1,3,2,3,1,1,2,2,3,3,1,3,1,2,2,2,0,0,0,5,30,제공하지않는다,가입하지않음,보통이다,40시간이하
85673,7,2,9,2,28.33333333,,,,,,,,,,,,,,,,,,,,,3,1,1,1,3,1,3,1,5,40,4,4,4,4,1,2,1,1,1,3,3.3,1,3,4,4,5,1,2,2020,1,2011-03-01,2018-08-31,2020-09-01,,2018-08-01,2018-11-01,,3,3,0,0,4,4,3,4,4,1,1,1,3,1,3,1,5,40,1,2,1,1,1,3,2,1,1,3,3,3,2,2,3,2,3,3,0,1,0,5,40,제공하지않는다,가입했다,그렇다,40시간이하
85689,7,3,4,2,26.25,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,6,66,4,4,3,3,1,2,1,1,1,3,3.9,1,4,5,6,6,1,2,2020,1,2013-03-01,2019-02-28,2020-09-01,,2019-03-01,2019-08-01,,5,5,0,0,3,3,1,4,4,2,2,2,2,2,2,2,6,66,1,2,1,1,1,3,3,1,2,2,2,3,3,3,3,2,3,3,0,1,1,6,66,제공하지않는다,가입했다,그렇다,40시간초과
85703,7,3,11,1,26,,,,,,,,,,,,,,,,,,,,,3,1,1,3,2,1,3,3,5,40,3,3,2,1,1,2,1,1,1,3,3.8,1,4,6,6,6,1,2,2020,1,2013-03-01,2019-02-28,2020-09-01,,2018-12-01,2019-07-01,,7,7,0,0,2,1,3,3,3,1,1,3,2,1,3,3,5,40,1,2,1,1,1,3,3,1,2,1,1,3,3,3,3,2,2,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
85955,7,4,2,2,24.08333333,,,,,,,,,,,,,,,,,,,,,2,3,3,3,1,3,3,3,5,25,3,3,3,3,2,2,2,2,2,3,3.2,2,4,4,4,4,1,2,2020,1,2015-03-01,2019-02-28,2020-09-01,,2019-05-01,2019-08-01,,3,3,0,0,3,3,2,3,3,3,3,3,1,3,3,3,5,25,2,2,2,2,2,3,3,1,2,2,2,3,2,2,2,2,2,2,0,0,0,5,25,제공하지않는다,가입하지않음,보통이다,40시간이하
85999,7,1,1,2,27,,,,,,,,,,,,,,,,,,,,,-1,2,2,2,1,2,1,2,4,40,5,4,4,1,1,2,1,1,3,3,4.01,2,1,2,5,4,1,2,2020,1,2017-03-01,2019-02-28,2020-09-01,,2019-04-01,2019-08-01,,4,4,0,0,4,1,-1,4,5,2,2,2,1,2,1,2,4,40,1,2,1,1,3,3,1,1,1,3,1,3,1,3,2,,3,3,0,0,0,4,40,제공하지않는다,가입하지않음,그렇다,40시간이하
86048,7,3,11,2,23.75,,,,,,,,,,,,,,,,,,,,,-1,2,1,1,1,1,3,1,5,20,4,4,3,4,3,3,3,3,3,3,4.11,1,2,4,4,4,1,2,2020,1,2015-03-01,2019-02-28,2020-09-01,,2019-03-01,2020-02-01,,11,11,0,0,3,4,-1,4,4,2,1,1,1,1,3,1,5,20,3,3,3,3,3,3,1,1,2,2,3,3,2,2,2,,3,3,0,0,0,5,20,제공하지않는다,가입하지않음,그렇다,40시간이하
86125,7,1,1,1,27.25,2,3,2,2,2,2,2,2,2,3,27,3,3,3,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,3,3,1,3,5,6,5,1,1,2020,0,2012-03-01,2019-02-28,2020-09-01,2018-09-01,,,24,,24,1,1,3,3,3,3,3,2,2,2,2,2,2,2,3,27,2,2,2,2,2,3,2,1,1,2,2,3,3,3,3,2,2,2,0,0,0,3,27,제공하지않는다,가입하지않음,보통이다,40시간이하
86126,7,1,1,2,26.75,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,1,2,1,5,40,1,1,5,3,1,2,1,1,1,3,3.72,1,3,4,4,3,1,2,2020,1,2014-03-01,2019-02-28,2020-09-01,,2019-11-01,2020-02-01,,3,3,0,0,5,3,9,1,1,1,1,1,1,1,2,1,5,40,1,2,1,1,1,3,2,1,1,3,2,3,2,2,1,1,1,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
86154,7,2,8,1,29.25,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3,3,3,2,14,4,4,1,1,3,3,3,3,3,3,3.8,1,3,5,5,5,1,2,2020,1,2015-03-01,2019-02-28,2020-09-01,,2019-02-01,2019-07-01,,5,5,0,0,1,1,1,4,4,3,3,3,3,3,3,3,2,14,3,3,3,3,3,3,2,1,1,1,1,3,3,3,3,2,3,3,0,0,0,2,14,제공하지않는다,가입하지않음,그렇다,40시간이하
86218,7,2,8,2,27.16666667,2,3,2,2,2,3,3,2,2,6,27,4,4,5,4,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,3,3.7,1,4,5,4,4,1,1,2020,0,2013-03-01,2019-02-28,2020-09-01,2018-01-01,,,32,,32,1,1,5,4,3,4,4,2,2,2,3,3,2,2,6,27,2,2,2,2,2,3,3,1,1,3,3,3,3,2,2,2,3,3,0,0,0,6,27,제공하지않는다,가입하지않음,그렇다,40시간이하
86242,7,4,2,2,23.91666667,,,,,,,,,,,,,,,,,,,,,-1,2,2,2,2,2,2,2,5,30,3,2,3,4,3,3,3,3,3,-1,,1,4,4,4,4,1,2,2020,1,2015-03-01,2019-02-28,2020-09-01,,2019-05-01,2020-01-01,,8,8,0,0,3,4,-1,2,3,2,2,2,2,2,2,2,5,30,3,3,3,3,3,,3,1,2,2,3,3,2,2,2,,1,2,0,0,0,5,30,제공하지않는다,가입하지않음,보통이다,40시간이하
86277,7,2,8,2,24.41666667,,,,,,,,,,,,,,,,,,,,,5,2,2,1,1,2,2,2,3,15,3,4,5,5,2,2,2,2,2,3,3.6,2,4,7,7,7,1,2,2020,1,2015-03-01,2019-02-28,2020-09-01,,2019-01-01,2020-08-01,,19,19,1,0,5,5,5,4,3,2,2,1,1,2,2,2,3,15,2,2,2,2,2,3,3,1,1,3,3,3,3,3,3,2,3,2,0,0,0,3,15,제공하지않는다,가입하지않음,보통이다,40시간이하
86290,7,4,2,2,23.75,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,1,4,4,4,4,2,2,1,2,2,3,3.9,2,3,5,7,1,1,2,2020,1,2015-03-01,2019-02-28,2020-09-01,,2019-02-01,2020-08-01,,18,18,1,0,4,4,2,4,4,2,2,2,2,2,2,2,1,1,2,2,1,2,2,3,2,1,2,3,3,3,3,3,1,2,3,3,0,0,0,1,1,제공하지않는다,가입하지않음,그렇다,40시간이하
86323,7,2,8,1,27.08333333,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,5,35,3,3,2,3,1,2,1,1,1,3,2.4,1,3,3,4,4,1,2,2020,1,2013-03-01,2019-02-28,2020-09-01,,2020-08-01,2020-08-01,,0,0,0,0,2,3,1,3,3,2,1,2,2,2,2,2,5,35,1,2,1,1,1,3,2,1,1,1,2,3,1,2,2,2,2,2,0,1,0,5,35,제공하지않는다,가입했다,보통이다,40시간이하
86353,7,1,1,1,25.25,,,,,,,,,,,,,,,,,,,,,-1,3,3,3,3,3,1,3,5,25,2,2,1,1,1,2,1,1,1,1,3.2,2,2,5,5,5,1,2,2020,1,2015-03-01,2019-02-28,2020-09-01,,2020-07-01,2020-08-01,,1,1,0,0,1,1,-1,2,2,3,3,3,3,3,1,3,5,25,1,2,1,1,1,1.125,1,1,1,1,1,3,3,3,3,,1,1,0,1,0,5,25,제공하지않는다,가입했다,그렇지않다,40시간이하
86364,7,1,1,2,27.5,2,-1,2,2,2,2,2,2,2,5,5,2,3,5,4,3,3,3,3,3,4,3,3,3,3,3,3,3,-1,-1,4,4,5,4,3,3,3,3,3,2,3.4,1,3,4,5,5,1,2,2020,1,2014-03-01,2018-08-31,2020-09-01,2018-03-01,2018-02-01,2019-03-01,30,13,13,1,0,5,4,-1,3,2,2,2,2,2,2,2,2,5,5,3,3,3,3,3,2.093023256,2,1,1,3,3,3,2,3,3,,2,1,0,0,0,5,5,제공하지않는다,가입하지않음,그렇지않다,40시간이하
86405,7,1,1,2,26.33333333,,,,,,,,,,,,,,,,,,,,,-1,2,2,2,2,2,2,2,3,24,2,1,2,2,2,2,2,2,2,3,3.6,1,3,4,6,6,1,2,2020,1,2014-03-01,2019-02-28,2020-09-01,,2019-08-01,2020-07-01,,11,11,0,0,2,2,-1,1,2,2,2,2,2,2,2,2,3,24,2,2,2,2,2,3,2,1,1,1,1,3,2,3,3,,1,1,0,0,0,3,24,제공하지않는다,가입하지않음,그렇지않다,40시간이하
86410,7,1,1,2,26.08333333,,,,,,,,,,,,,,,,,,,,,2,1,3,3,2,3,1,3,5,42,3,4,3,4,1,2,1,1,1,2,3,1,3,4,5,5,1,2,2020,1,2014-03-01,2019-02-28,2020-09-01,,2019-05-01,2019-07-01,,2,2,0,0,3,4,2,4,3,1,3,3,2,3,1,3,5,42,1,2,1,1,1,2.093023256,2,1,1,2,3,3,2,3,3,2,3,2,0,1,1,5,42,제공하지않는다,가입했다,보통이다,40시간초과
86413,7,1,1,1,28.16666667,,,,,,,,,,,,,,,,,,,,,2,3,1,3,3,3,3,3,5,40,3,4,4,4,1,2,1,1,1,3,3.8,1,4,3,3,5,1,2,2020,1,2015-03-01,2019-02-28,2020-09-01,,2019-01-01,2019-09-01,,8,8,0,0,4,4,2,4,3,3,1,3,3,3,3,3,5,40,1,2,1,1,1,3,3,1,1,3,3,3,1,1,3,2,3,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
86428,7,4,3,2,23.83333333,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,3,5,3,2,1,1,1,2,1,1,1,3,4,1,5,5,5,5,1,2,2020,1,2015-03-01,2019-02-28,2020-09-01,,2019-06-01,2019-09-01,,3,3,0,0,1,1,2,2,3,2,2,2,2,2,1,2,3,5,1,2,1,1,1,3,3,1,2,1,1,3,3,3,3,2,1,2,0,1,0,3,5,제공하지않는다,가입했다,보통이다,40시간이하
86429,7,5,16,1,26.58333333,,,,,,,,,,,,,,,,,,,,,8,1,1,3,2,1,3,3,5,40,2,2,3,3,1,2,1,1,1,2,3.5,1,3,5,5,5,1,2,2020,1,2012-03-01,2019-02-28,2020-09-01,,2019-03-01,2020-02-01,,11,11,0,0,3,3,8,2,2,1,1,3,2,1,3,3,5,40,1,2,1,1,1,2.093023256,2,1,2,2,2,3,3,3,3,2,1,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
86433,7,1,1,2,25.91666667,,,,,,,,,,,,,,,,,,,,,4,1,3,2,2,2,2,2,5,45,2,3,1,1,1,2,1,1,1,3,4.4,2,3,4,4,4,1,2,2020,1,2017-03-01,2019-02-28,2020-09-01,,2019-02-01,2020-04-01,,14,14,1,0,1,1,4,3,2,1,3,2,2,2,2,2,5,45,1,2,1,1,1,3,2,1,1,1,1,3,2,2,2,2,2,1,0,1,1,5,45,제공하지않는다,가입했다,그렇지않다,40시간초과
86456,7,3,11,1,27.5,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,5,40,3,3,4,5,1,2,1,1,1,-1,,2,3,4,5,5,1,2,2020,1,2012-03-01,2019-02-28,2020-09-01,,2019-07-01,2020-02-01,,7,7,0,0,4,5,1,3,3,1,2,2,2,2,2,2,5,40,1,2,1,1,1,,2,1,2,3,3,3,2,3,3,2,2,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
86530,1,1,1,2,22.33333333,,,,,,,,,,,,,,,,,,,,,2,2,2,3,2,1,3,3,5,45,1,2,3,2,1,2,1,1,1,-1,,2,3,4,5,5,1,2,2020,1,2017-03-01,2019-02-28,2020-09-01,,2018-10-01,2019-10-01,,12,12,1,0,3,2,2,2,1,2,2,3,2,1,3,3,5,45,1,2,1,1,1,,2,1,1,2,1,1,2,3,3,2,1,1,0,1,1,5,45,제공하지않는다,가입했다,그렇지않다,40시간초과
86576,1,5,16,1,24.16666667,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,1,1,1,4,40,3,3,3,3,1,2,1,1,1,3,3.9,2,3,5,5,5,1,2,2020,1,2015-03-01,2019-02-28,2020-09-01,,2019-02-01,2020-01-01,,11,11,0,0,3,3,9,3,3,1,1,1,1,1,1,1,4,40,1,2,1,1,1,3,2,1,2,2,2,1,3,3,3,1,2,2,1,1,0,4,40,제공한다,가입했다,보통이다,40시간이하
86655,1,5,6,1,22.66666667,,,,,,,,,,,,,,,,,,,,,-1,3,3,3,3,3,3,3,4,32,3,3,1,1,2,2,2,2,2,-1,,2,4,5,5,5,1,2,2020,1,2017-03-01,2019-02-28,2020-09-01,,2019-04-01,2019-11-01,,7,7,0,0,1,1,-1,3,3,3,3,3,3,3,3,3,4,32,2,2,2,2,2,,3,1,2,1,1,1,3,3,3,,2,2,0,0,0,4,32,제공하지않는다,가입하지않음,보통이다,40시간이하
86736,2,2,8,2,24.5,,,,,,,,,,,,,,,,,,,,,3,3,1,3,1,3,1,3,6,63,3,3,2,2,1,2,1,1,1,-1,,2,4,5,6,6,1,2,2020,1,2016-03-01,2019-02-28,2020-09-01,,2019-09-01,2019-11-01,,2,2,0,0,2,2,3,3,3,3,1,3,1,3,1,3,6,63,1,2,1,1,1,,3,1,1,1,1,1,3,3,3,2,2,2,0,1,1,6,63,제공하지않는다,가입했다,보통이다,40시간초과
86741,2,2,8,1,27.16666667,,,,,,,,,,,,,,,,,,,,,6,3,3,3,2,1,3,3,5,40,4,3,4,4,3,3,1,1,1,3,3.82,1,3,4,4,5,1,2,2020,1,2012-03-01,2019-02-28,2020-09-01,,2017-09-01,2019-08-01,,23,23,1,0,4,4,6,3,4,3,3,3,2,1,3,3,5,40,3,3,1,1,1,3,2,1,1,3,3,1,2,2,3,2,2,3,0,0,0,5,40,제공하지않는다,가입하지않음,그렇다,40시간이하
86783,2,2,8,2,22.58333333,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,1,1,1,1,5,54,3,4,4,3,1,2,1,1,1,3,2.7,2,4,4,4,4,1,2,2020,1,2016-03-01,2019-02-28,2020-09-01,,2019-08-01,2020-08-01,,12,12,1,0,4,3,-1,4,3,1,1,1,1,1,1,1,5,54,1,2,1,1,1,3,3,1,1,3,2,1,2,2,2,,3,2,1,1,1,5,54,제공한다,가입했다,보통이다,40시간초과
86787,2,2,5,2,24,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,3,3,5,25,3,3,4,1,2,2,2,2,2,-1,,1,3,6,6,5,1,2,2020,1,2017-03-01,2019-02-28,2020-09-01,,2020-05-01,2020-06-01,,1,1,0,0,4,1,2,3,3,3,3,3,3,3,3,3,5,25,2,2,2,2,2,,2,1,1,3,1,1,3,3,3,2,2,2,0,0,0,5,25,제공하지않는다,가입하지않음,보통이다,40시간이하
86843,2,4,3,1,25.16666667,2,5,1,1,3,1,2,2,3,5,45,2,2,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,3.5,2,5,7,7,6,1,1,2020,0,2014-03-01,2019-02-28,2020-09-01,2018-08-01,,,25,,25,1,1,1,1,5,2,2,1,1,3,1,2,2,3,5,45,1,2,1,1,1,3,3,1,2,1,1,1,3,3,3,2,1,1,0,1,1,5,45,제공하지않는다,가입했다,그렇지않다,40시간초과
86848,2,4,3,2,22,2,3,1,1,3,1,1,3,3,5,40,2,3,3,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,4.21,1,3,5,5,5,1,1,2020,0,2017-03-01,2019-02-28,2020-09-01,2018-08-01,,,25,,25,1,1,3,4,3,3,2,1,1,3,1,1,3,3,5,40,1,2,1,1,1,3,2,1,2,2,3,1,3,3,3,2,2,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
86880,2,1,1,2,22.58333333,,,,,,,,,,,,,,,,,,,,,2,1,1,3,1,3,3,3,6,48,4,4,4,3,1,2,1,1,1,3,3.52,2,3,5,5,5,1,2,2020,1,2017-03-01,2019-02-28,2020-09-01,,2018-11-01,2019-04-01,,5,5,0,0,4,3,2,4,4,1,1,3,1,3,3,3,6,48,1,2,1,1,1,3,2,1,1,3,2,1,3,3,3,2,3,3,0,1,1,6,48,제공하지않는다,가입했다,그렇다,40시간초과
